Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate
19658,Sawtooth Falls,Arnold Friedman,2003.0,1945,Oil on canvas,"36 1/8 x 29 7/8"" (91.8 x 75.9 cm)",Purchase Fund and gift of Nathaniel S. Wollf (by exchange),119.1946,Painting,Painting & Sculpture,1946-05-07,Y,78883,,,,91.8,,,75.9,,"American, 1879–1946",American,Male,1879.0,1946.0
19659,The Baker's Dream,Zvi Gali,2056.0,1956,Encaustic on plywood,"52 5/8 x 17 1/2"" (133.6 x 44.4 cm)",Purchase,119.1958,Painting,Painting & Sculpture,1958-10-29,Y,78884,,,,133.6,,,44.4,,"Israeli, 1924–1961",Israeli,Male,1924.0,1961.0
19660,Simultaneous Contrasts,James Henry Daugherty,1394.0,1918,Oil on canvas,"35 3/4 x 40 1/2"" (90.8 x 102.6 cm)",Gift of Mr. and Mrs. Henry M. Reed,119.1969,Painting,Painting & Sculpture,1969-02-11,Y,78885,,,,90.8,,,102.6,,"American, 1889–1974",American,Male,1889.0,1974.0
19661,Icebox Number 9,Peter Saul,5178.0,1963,Oil on canvas,"62 7/8"" x 6' 3"" (158.7 x 190.5 cm)",Gift of Mr. and Mrs. Bill Lenox,119.1999,Painting,Painting & Sculpture,1999-05-11,Y,78886,,,,159.7,,,190.5,,"American, born 1934",American,Male,1934.0,0.0
19662,Don't Cry Mother,Philip Evergood,1780.0,1938-44,Oil on canvas,"26 x 18"" (66 x 45.7 cm)",Purchase,120.1944,Painting,Painting & Sculpture,1944-05-15,Y,78889,,,,66.0,,,45.7,,"American, 1901–1973",American,Male,1901.0,1973.0
19663,Painting,Pierre Soulages,5538.0,1948-49,Walnut stain on canvas,"6' 4 1/4"" x 50 7/8"" (193.4 x 129.1 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),120.1984,Painting,Painting & Sculpture,1984-03-20,Y,78892,,,,193.4,,,129.1,,"French, born 1919",French,Male,1919.0,0.0
19664,Glorious Techniculture,Richard Hamilton,2481.0,1961-64,Oil and collage on panel,"48 3/8 x 48 3/8"" (122.9 x 122.9 cm)",Enid A. Haupt Fund and The Sidney and Harriet Janis Collection (by exchange),120.1999,Painting,Painting & Sculpture,1999-05-11,Y,78893,,2.5,,122.9,,,122.9,,"British, 1922–2011",British,Male,1922.0,2011.0
19665,Why Did He Do It? (also titled “Why did HE doo it?”),Jim Nutt,4348.0,1967,Acrylic on plexiglass in artist’s painted frame,"60 3/4 x 36 7/8 x 1 5/8"" (154.3 x 93.7 x 4.1 cm)","Douglas S. Cramer, Emily Fisher Landau, and Anna Marie and Robert F. Shapiro Funds",121.1999,Painting,Painting & Sculpture,1999-05-11,Y,78894,,4.1,,154.3,,,93.7,,"American, born 1938",American,Male,1938.0,0.0
19666,"Egg Beater, V",Stuart Davis,1412.0,1930,Oil on canvas,"50 1/8 x 32 1/4"" (127.3 x 81.9 cm)",Abby Aldrich Rockefeller Fund,122.1945,Painting,Painting & Sculpture,1945-03-07,Y,78895,,,,127.3,,,81.9,,"American, 1892–1964",American,Male,1892.0,1964.0
19667,Men Taking Banana Beer to Bride by Night,Sam Joseph Ntiro,4345.0,1956,Oil on canvas,"16 1/8 x 20"" (40.9 x 50.8 cm)",Elizabeth Bliss Parkinson Fund,122.1960,Painting,Painting & Sculpture,1960-05-26,Y,78896,,,,40.9,,,50.8,,"Tanzanian, 1923–1993",Tanzanian,Male,1923.0,1993.0
19668,"Essential Surface, Eye",Octave Landuyt,3368.0,1960,Oil on canvas,"51 3/8 x 63 1/8"" (130.5 x 160.3 cm)",Philip Johnson Fund,122.1961,Painting,Painting & Sculpture,1961-04-11,Y,78897,,,,130.5,,,160.3,,"Belgian, born 1922",Belgian,Male,1922.0,0.0
19669,Cut Meringues,Wayne Thiebaud,5849.0,1961,Oil on canvas,"16 x 20"" (40.6 x 50.6 cm)",Larry Aldrich Foundation Fund,122.1962,Painting,Painting & Sculpture,1962-04-10,Y,78898,,,,40.6,,,50.6,,"American, born 1920",American,Male,1920.0,0.0
19670,Bookworms Harvest,Robert Rauschenberg,4823.0,1998,Vegetable dye transfer on paper on metal,"8' 1 1/2"" x 61"" (247.6 x 154.9 cm)",Fractional and promised gift of Jerry I. Speyer,122.1999,Painting,Painting & Sculpture,1999-05-11,Y,78899,,,,247.6,,,154.9,,"American, 1925–2008",American,Male,1925.0,2008.0
19671,Studio V,Georges Braque,744.0,1949-50,Oil on canvas,"57 7/8 x 69 1/2"" (147 x 176.5 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),123.2000,Painting,Painting & Sculpture,2000-02-07,Y,78900,,,,147.0028,,,176.5304,,"French, 1882–1963",French,Male,1882.0,1963.0
19672,"Pottery, Number 9",Evert Lundquist,3637.0,1949,Oil on canvas,"46 1/8 x 41 3/8"" (117 x 105 cm)",Gift of Mrs. G. P. Raymond,123.1961,Painting,Painting & Sculpture,1961-04-11,Y,78901,,,,117.0,,,105.0,,"Swedish, 1904–1994",Swedish,Male,1904.0,1994.0
19673,Untitled (Asheville Citizen),Robert Rauschenberg,4823.0,c. 1952,"Oil and newspaper on canvas, two panels","6' 2"" x 28 1/2"" (188 x 72.4 cm)",Purchase,123.1999,Painting,Painting & Sculpture,1999-05-11,Y,78902,,,,188.0,,,72.4,,"American, 1925–2008",American,Male,1925.0,2008.0
19674,Girl with Bare Shoulders,Gwen John,2921.0,1909-10?,Oil on canvas,"17 1/8 x 10 1/4"" (43.4 x 26 cm)",A. Conger Goodyear Fund,124.1958,Painting,Painting & Sculpture,1958-10-29,Y,78904,,,,43.4,,,26.0,,"British, 1876–1939",British,Female,1876.0,1939.0
19675,"Explorers, Burke and Wills",Albert Tucker,5960.0,1960,Oil and sand on canvas,"48 1/8 x 61 1/2"" (122.1 x 156.1 cm)",Philip Johnson Fund,124.1960,Painting,Painting & Sculpture,1960-05-26,Y,78905,,,,122.1,,,156.1,,"Australian, 1914–1999",Australian,Male,1914.0,1999.0
19676,The Piano Lesson,Henri Matisse,3832.0,"Issy-les-Moulineaux, late summer 1916",Oil on canvas,"8' 1/2"" x 6' 11 3/4"" (245.1 x 212.7 cm)",Mrs. Simon Guggenheim Fund,125.1946,Painting,Painting & Sculpture,1946-05-07,Y,78908,,,,245.1,,,212.7,,"French, 1869–1954",French,Male,1869.0,1954.0
19677,"Painting, 1",Frans Krajcberg,3237.0,1957,Oil on canvas,"36 1/8 x 28 3/4"" (91.6 x 73 cm)",Inter-American Fund,125.1958,Painting,Painting & Sculpture,1958-10-29,Y,78909,,,,91.6,,,73.0,,"Brazilian, born Poland. 1921–2017",Brazilian,Male,1921.0,2017.0
19678,"Port-en-Bessin, Entrance to the Harbor",Georges-Pierre Seurat,5358.0,1888,Oil on canvas,"21 5/8 x 25 5/8"" (54.9 x 65.1 cm)",Lillie P. Bliss Collection,126.1934,Painting,Painting & Sculpture,1934-09-23,Y,78912,,,,54.9,,,65.1,,"French, 1859–1891",French,Male,1859.0,1891.0
19679,Celadon,Gregory Amenoff,145.0,January 1985,Oil on canvas,"8'4 1/8 x 8'4 1/8"" (254.3 x 254.2 cm)",Mr. and Mrs. Michael M. Rea Fund and purchase,127.1985,Painting,Painting & Sculpture,1985-04-08,Y,78914,,,,254.3,,,254.2,,"American, born 1948",American,Male,1948.0,0.0
19680,Michelle,Malcolm Morley,4100.0,1992,Oil on canvas,"6' 7 3/4"" x 8' 8 1/2"" (202.6 x 265.5 cm)",Gift of the artist and Lida Morley,127.1995,Painting,Painting & Sculpture,1995-05-08,Y,78915,,,,202.6,,,265.5,,"American, born Great Britain. 1931–2018",American,Male,1931.0,2018.0
19681,Country Fair,Pierre Roy,5065.0,c. 1930,Oil on canvas,"16 1/8 x 13"" (41 x 33 cm)",Gift of Abby Aldrich Rockefeller,128.1940,Painting,Painting & Sculpture,1940-04-05,Y,78916,,,,41.0,,,33.0,,"French, 1880–1950",French,Male,1880.0,1950.0
19682,Poplars,André Derain,1500.0,c. 1900,Oil on canvas,"16 1/4 x 12 7/8"" (41.3 x 32.7 cm)","Bequest of Anna Erickson Levene in memory of her husband, Dr. Phoebus Aaron Theodor Levene",128.1947,Painting,Painting & Sculpture,1947-06-17,Y,78917,,,,41.3,,,32.7,,"French, 1880–1954",French,Male,1880.0,1954.0
19683,Purification by Fire,Octave Landuyt,3368.0,1957,Oil on board,"47 7/8 x 35 7/8"" (121.7 x 91 cm)",Philip Johnson Fund,128.1958,Painting,Painting & Sculpture,1958-10-29,Y,78918,,,,121.7,,,91.0,,"Belgian, born 1922",Belgian,Male,1922.0,0.0
19684,Giving Birth Astride a Grave,Frank Bowling,719.0,1973,Acrylic and vinyl paint on canvas,"6' 1/4"" x 48 1/4"" (183.5 x 122.7 cm)",Inter-American Fund,128.1974,Painting,Painting & Sculpture,1974-03-12,Y,78919,,,,183.5,,,122.7,,"Guyanese, born 1934",Guyanese,Male,1934.0,0.0
19685,The Bodyguard,Bruno Ceccobelli,1044.0,1982,"Oil paint, tar, sulphur, rope, and metal bucket on tarpaulin","11' 6"" x 7' 7 1/4"" x 20 1/8"" (350.6 x 231.8 x 51.3 cm)",Anne and Sid Bass Fund,128.1985.a-d,Painting,Painting & Sculpture,1985-04-08,Y,78920,,51.3,,350.6,,,231.8,,"Italian, born 1952",Italian,Male,1952.0,0.0
19686,Before and After,Andy Warhol,6246.0,1961,Casein and pencil on canvas,"54 x 69 7/8"" (137.2 x 177.5 cm)",Gift of David Geffen,128.1995,Painting,Painting & Sculpture,1995-05-08,Y,78921,,,,137.2,,,177.5,,"American, 1928–1987",American,Male,1928.0,1987.0
19687,Horned Forms,Graham Sutherland,5739.0,1944,Oil on board,"39 1/4 x 31 7/8"" (99.7 x 80.9 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),129.1946,Painting,Painting & Sculpture,1946-05-07,Y,78922,,,,99.7,,,80.9,,"British, 1903–1980",British,Male,1903.0,1980.0
19688,St. Elmo's Fire,Enrico Donati,1585.0,1944,Oil on canvas,"36 1/2 x 28 1/2"" (92.7 x 72.4 cm)",Given anonymously,129.1947,Painting,Painting & Sculpture,1947-06-17,Y,78923,,,,92.7,,,72.4,,"American, born Italy. 1909–2008",American,Male,1909.0,2008.0
19689,"Léautaud, Redskin-Sorcerer",Jean Dubuffet,1633.0,November 1946,Oil on canvas with pebbles and gravel,"36 1/4 x 28 3/4"" (92.1 x 73 cm)",William H. Weintraub Fund,129.1985,Painting,Painting & Sculpture,1985-04-08,Y,78924,,,,92.1,,,73.0,,"French, 1901–1985",French,Male,1901.0,1985.0
19690,The Dessert,Milton Avery,250.0,1939,Oil on canvas,"28 1/8 x 36 1/8"" (71.4 x 91.8 cm)",Gift of Mr. and Mrs. Roy R. Neuberger,130.1951,Painting,Painting & Sculpture,1951-05-24,Y,78926,,,,71.4,,,91.8,,"American, 1885–1965",American,Male,1885.0,1965.0
19691,Icarus Descended,Richard Lytle,3653.0,1958,Oil on canvas,"62 3/8 x 70 1/4"" (158.4 x 178.3 cm)",Elizabeth Bliss Parkinson Fund,130.1958,Painting,Painting & Sculpture,1958-10-29,Y,78927,,,,158.4,,,178.3,,"American, born 1935",American,Male,1935.0,0.0
19692,The Glory of the Kings,Erol (Erol Akyavas),1753.0,1959?,Oil on canvas,"48"" x 7' 1/4"" (121.8 x 214 cm)",Gift of Mr. and Mrs. L. M. Angeleski,130.1961,Painting,Painting & Sculpture,1961-05-16,Y,78928,,,,121.8,,,214.0,,"Turkish, 1932–1999",Turkish,Male,1932.0,1999.0
19693,Still Life with Flowers,Juan Gris,2349.0,1912,Oil on canvas,"44 1/8 x 27 5/8"" (112.1 x 70.2 cm)","Bequest of Anna Erickson Levene in memory of her husband, Dr. Phoebus Aaron Theodor Levene",131.1947,Painting,Painting & Sculpture,1947-06-17,Y,78930,,,,112.1,,,70.2,,"Spanish, 1887–1927",Spanish,Male,1887.0,1927.0
19694,Them and Us,Neil Jenney,2904.0,1969,"Synthetic polymer paint with pencil on canvas, with painted wood frame","61"" x 11' 3"" x 3 1/2"" (154.9 x 342.9 x 8.9 cm) including frame",Gift of Louis G. and Susan B. Reese,131.1985,Painting,Painting & Sculpture,1985-04-08,Y,78932,,8.9,,154.9,,,342.9,,"American, born 1945",American,Male,1945.0,0.0
19695,Grapes,Juan Gris,2349.0,October 1913,Oil on canvas,"36 1/4 x 23 5/8"" (92.1 x 60 cm)","Bequest of Anna Erickson Levene in memory of her husband, Dr. Phoebus Aaron Theodor Levene",132.1947,Painting,Painting & Sculpture,1947-06-17,Y,78933,,,,92.1,,,60.0,,"Spanish, 1887–1927",Spanish,Male,1887.0,1927.0
19696,Lucky Strike,Stuart Davis,1412.0,1921,Oil on canvas,"33 1/4 x 18"" (84.5 x 45.7 cm)","Gift of The American Tobacco Company, Inc.",132.1951,Painting,Painting & Sculpture,1951-05-24,Y,78934,,,,84.5,,,45.7,,"American, 1892–1964",American,Male,1892.0,1964.0
19697,"New Moon, New York",George Ault,243.0,1945,Oil on canvas,"28 x 20"" (71.1 x 50.8 cm)",Gift of Mr. and Mrs. Leslie Ault,132.1957,Painting,Painting & Sculpture,1957-10-09,Y,78935,,,,71.1,,,50.8,,"American, 1891–1948",American,Male,1891.0,1948.0
19698,"Elegy to the Spanish Republic, 54",Robert Motherwell,4126.0,1957-61,Oil on canvas,"70"" x 7' 6 1/4"" (178 x 229 cm)",Given anonymously,132.1961,Painting,Painting & Sculpture,1961-05-16,Y,78936,,,,178.0,,,229.0,,"American, 1915–1991",American,Male,1915.0,1991.0
19699,Alkahest E,Gary Stephan,5644.0,May 1973,Oil on canvas,"57"" x 7' 8 1/8"" (144.8 x 234.2 cm)",Gift of Barbara Jakobson and John R. Jakobson,132.1974,Painting,Painting & Sculpture,1974-03-12,Y,78937,,,,144.8,,,234.2,,"American, born 1942",American,Male,1942.0,0.0
19700,The False Mirror,René Magritte,3692.0,Paris 1929,Oil on canvas,"21 1/4 x 31 7/8"" (54 x 80.9 cm)",Purchase,133.1936,Painting,Painting & Sculpture,1937-12-03,Y,78938,,,,54.0,,,80.9,,"Belgian, 1898–1967",Belgian,Male,1898.0,1967.0
19701,The Passing Scene,Jack Levine,3513.0,1941,Oil on board,"48 x 29 3/4"" (121.9 x 75.6 cm)",Purchase,133.1942,Painting,Painting & Sculpture,1942-01-27,Y,78939,,,,121.9,,,75.6,,"American, 1915–2010",American,Male,1915.0,2010.0
19702,"Aspiration, Op. 145",Thomas Wilfred,6371.0,1955,"Projected light on translucent glass screen (duration 42 hours, 14 minutes, 11 seconds)","screen 19 1/4 x 15"" (48.9 x 38.1 cm)",Gift of Mr. and Mrs. Julius Stulman,133.1961,Painting,Painting & Sculpture,1961-05-16,Y,78941,,,,48.9,,,38.1,,"American, born Denmark. 1889–1968",American,Male,1889.0,1968.0
19703,"Cloth Octagonal, 2",Richard Tuttle,5983.0,1967,Dyed and sewn canvas,"57 1/8 x 53 3/4"" (145.2 x 136.5 cm)",Mrs. Armand P. Bartos Fund,133.1974,Painting,Painting & Sculpture,1974-03-12,Y,78942,,,,145.2,,,136.5,,"American, born 1941",American,Male,1941.0,0.0
19704,Four Color Frame Painting Number 11,Robert Mangold,3723.0,1985,Synthetic polymer paint and pencil on four canvases,"Overall 7' 10 3/4"" x 69 1/8"" (240.8 x 175.7 cm)",Anne and Sid Bass Fund,133.1985.a-d,Painting,Painting & Sculpture,1985-04-08,Y,78943,,,,240.8,,,175.7,,"American, born 1937",American,Male,1937.0,0.0
19705,Forms and Red,A. E. Gallatin,2057.0,December 1949,Oil on canvas,"30 x 23"" (76.2 x 58.4 cm)",Purchase (by exchange),134.1951,Painting,Painting & Sculpture,1951-05-24,Y,78944,,,,76.2,,,58.4,,"American, 1881–1952",American,Male,1881.0,1952.0
19706,Composition 9,Manolo Millares,3982.0,1957,Whiting and lampblack on burlap and string,"27 5/8 x 53 1/4"" (70.2 x 135.3 cm)",Blanchette Hooker Rockefeller Fund,134.1958,Painting,Painting & Sculpture,1958-10-29,Y,78946,,,,70.2,,,135.3,,"Spanish, 1926–1972",Spanish,Male,1926.0,1972.0
19707,Attendant,Robert Ryman,5098.0,1984,"Oil on fiberglass with aluminum, bolts and screws","51 7/8 x 47 x 2 1/8"" (131.8 x 119.4 x 5.4 cm)",Anne and Sid Bass Fund,134.1985.a-b,Painting,Painting & Sculpture,1985-04-08,Y,78947,,5.4,,131.8,,,119.4,,"American, 1930–2019",American,Male,1930.0,2019.0
19708,Rhythm of a Russian Dance,Theo van Doesburg,6076.0,June 1918,Oil on canvas,"53 1/2 x 24 1/4"" (135.9 x 61.6 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),135.1946,Painting,Painting & Sculpture,1946-05-27,Y,78948,,,,135.9,,,61.6,,"Dutch, 1883–1931",Dutch,Male,1883.0,1931.0
19709,Untitled,Robert Ryman,5098.0,1961,Oil on unstretched linen,"10 3/4 x 10 1/4"" (27.3 x 26 cm)
",Mrs. Frank Y. Larkin and Mr. and Mrs. Gerrit Lansing Funds,135.1985,Painting,Painting & Sculpture,1985-04-08,Y,78950,,,,27.3,,,26.1,,"American, 1930–2019",American,Male,1930.0,2019.0
19710,Christmas Eve,John Atherton,230.0,1941,Oil on canvas,"30 1/4 x 35"" (76.8 x 88.9 cm)",Purchase,136.1942,Painting,Painting & Sculpture,1942-03-18,Y,78951,,,,76.8,,,88.9,,"American, 1900–1952",American,Male,1900.0,1952.0
19711,The Double Dream of Spring,Giorgio de Chirico,1106.0,"Paris, January-May 1915",Oil on canvas,"22 1/8 x 21 3/8"" (56.2 x 54.3 cm)",Gift of James Thrall Soby,138.1957,Painting,Painting & Sculpture,1957-10-09,Y,78956,,,,56.2,,,54.3,,"Italian, born Greece. 1888–1978",Italian,Male,1888.0,1978.0
19712,Untitled,Claude Viallat,6145.0,1979,"Synthetic polymer paint on door flap of a canvas military tent with buckles, ropes, and dyed straps","11' 4 3/4"" x 6' (347.3 x 182.9 cm)",Blanchette Hooker Rockefeller Fund,138.1985,Painting,Painting & Sculpture,1985-04-08,Y,78957,,,,347.3,,,182.9,,"French, born 1936",French,Male,1936.0,0.0
19713,Natural History: Form within Rock,Charles Seliger,5335.0,1946,Oil on canvas,"25 x 30"" (63.5 x 76.2 cm)","Gift of August Hanniball, Jr.",139.1947,Painting,Painting & Sculpture,1947-06-17,Y,78960,,,,63.5,,,76.2,,"American, 1926–2009",American,Male,1926.0,2009.0
19714,The Pool,Larry Rivers,4945.0,1956,"Oil, charcoal, and bronze paint on canvas","8' 7 3/8"" x 7' 8 5/8"" (262.5 x 235.2 cm)",Gift of Mr. and Mrs. Donald Weisberger,139.1958,Painting,Painting & Sculpture,1958-10-29,Y,78961,,,,262.5,,,235.2,,"American, 1923–2002",American,Male,1923.0,2002.0
19715,Kerby (After Hogarth) Useful Knowledge,David Hockney,2678.0,1975,Oil on canvas,"6' x 60 1/8"" (182.9 x 152.7 cm)","Gift of the artist, J. Kasmin, and the Advisory Committee Fund",139.1977,Painting,Painting & Sculpture,1977-03-08,Y,78962,,,,182.9,,,152.7,,"British, born 1937",British,Male,1937.0,0.0
19716,The Skaters,Jewett Campbell,938.0,1940,Oil on canvas,"17 x 14"" (43.2 x 35.6 cm)",Abby Aldrich Rockefeller Fund,140.1942,Painting,Painting & Sculpture,1942-03-18,Y,78963,,,,43.2,,,35.6,,"American, 1912–1999",American,Male,1912.0,1999.0
19717,Giorgione Book,Karl Knaths,3159.0,1941,Oil on canvas,"40 x 20"" (101.6 x 50.8 cm)",Gift of John S. Newberry,140.1944,Painting,Painting & Sculpture,1944-09-27,Y,78964,,,,101.6,,,50.8,,"American, 1891–1971",American,Male,1891.0,1971.0
19718,Red Sheep,Irving Kriesberg,3251.0,1951,Tempera on board,"48 x 42"" (121.9 x 106.7 cm)",Gift of Mr. and Mrs. Hugo Kastor,140.1951,Painting,Painting & Sculpture,1951-05-24,Y,78965,,,,121.9,,,106.7,,"American, 1919–2009",American,Male,1919.0,2009.0
19719,Woman Carrying Grasses,Patrick Scott,5300.0,1958,Oil on canvas,"20 x 15"" (50.8 x 38.1 cm)",Elizabeth Bliss Parkinson Fund,140.1958,Painting,Painting & Sculpture,1958-10-29,Y,78966,,,,50.8,,,38.1,,"Irish, 1921–2014",Irish,Male,1921.0,2014.0
19720,"Interior, Mother and Sister of the Artist",Édouard Vuillard,6194.0,1893,Oil on canvas,"18 1/4 x 22 1/4"" (46.3 x 56.5 cm)",Gift of Mrs. Saidie A. May,141.1934,Painting,Painting & Sculpture,1934-04-04,Y,78968,,,,46.3,,,56.5,,"French, 1868–1940",French,Male,1868.0,1940.0
19721,Big Julie,Fernand Léger,6624.0,1945,Oil on canvas,"44 x 50 1/8"" (111.8 x 127.3 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),141.1945,Painting,Painting & Sculpture,1945-04-26,Y,78969,,,,111.8,,,127.3,,"French, 1881–1955",French,Male,1881.0,1955.0
19722,Red and Blue Disks,František Kupka,3302.0,1911? (dated on painting 1911-12),Oil on canvas,"39 3/8 x 28 3/4"" (100 x 73 cm)",Purchase,141.1951,Painting,Painting & Sculpture,1951-05-24,Y,78970,,,,100.0,,,73.0,,"Czech, 1871–1957",Czech,Male,1871.0,1957.0
19723,Man,Ben Shahn,5366.0,1946,Tempera on board,"22 7/8 x 16 3/8"" (57.9 x 41.5 cm)",Gift of Mr. & Mrs. E. Powis Jones,141.1958,Painting,Painting & Sculpture,1958-10-29,Y,78971,,,,58.1,,,41.6,,"American, born Lithuania. 1898–1969",American,Male,1898.0,1969.0
19724,Danger on the Stairs,Pierre Roy,5065.0,1927 or 1928,Oil on canvas,"36 x 23 5/8"" (91.4 x 60 cm)",Gift of Abby Aldrich Rockefeller,142.1935,Painting,Painting & Sculpture,1935-06-13,Y,78972,,,,91.4,,,60.0,,"French, 1880–1950",French,Male,1880.0,1950.0
19725,"Abraham Lincoln, the Great Emancipator, Pardons the Sentry",Horace Pippin,4635.0,1942,Oil on canvas,"24 x 30"" (60.9 x 76.2 cm)",Gift of Helen Hooker Roelofs,142.1977,Painting,Painting & Sculpture,1977-03-08,Y,78973,,,,60.9,,,76.2,,"American, 1888–1946",American,Male,1888.0,1946.0
19726,Madame Derain in Green,André Derain,1500.0,1907,Oil on canvas,"28 3/4 x 23 5/8"" (73 x 60 cm)",Given anonymously,143.1942,Painting,Painting & Sculpture,1942-03-18,Y,78974,,,,73.0,,,60.0,,"French, 1880–1954",French,Male,1880.0,1954.0
19727,Battle of Lights,Joseph Stella,5641.0,1913-14? (dated on painting 1914 and 1915),Oil on canvas mounted on cardboard,"20 1/4"" (51.4 cm) in diameter",Elizabeth Bliss Parkinson Fund,143.1958,Painting,Painting & Sculpture,1958-10-29,Y,78975,,,51.435102870200005,,,,,,"American, 1877–1946",American,Male,1877.0,1946.0
19728,Abstract Painting,Ad Reinhardt,4856.0,1963,Oil on canvas,"60 x 60"" (152.4 x 152.4 cm)",Gift of Mrs. Morton J. Hornick,143.1977,Painting,Painting & Sculpture,1977-03-08,Y,78976,,,,152.4,,,152.4,,"American, 1913–1967",American,Male,1913.0,1967.0
19729,Farmhouse Window and Door,Georgia O'Keeffe,4360.0,October 1929,Oil on canvas,"40 x 30"" (101.6 x 76.2 cm)",Acquired through the Richard D. Brixey Bequest,144.1945,Painting,Painting & Sculpture,1945-04-26,Y,78978,,,,101.6,,,76.2,,"American, 1887–1986",American,Female,1887.0,1986.0
19730,Chain Reaction,Knud Merrild,3937.0,1947,Oil on canvas over board,"17 1/2 x 13 1/2"" (44.5 x 34.3 cm)",Gift of Alexander M. Bing,144.1951,Painting,Painting & Sculpture,1951-05-24,Y,78979,,,,44.5,,,34.3,,"American, born Denmark.1894–1954",American,Male,1894.0,1954.0
19731,Axes,Susan Rothenberg,5044.0,1976,"Synthetic polymer paint, gesso, charcoal, and pencil on canvas","64 5/8"" x 8' 8 7/8"" (164.2 x 266.4 cm)",Purchased with the aid of funds from the National Endowment for the Arts,144.1977,Painting,Painting & Sculpture,1977-03-08,Y,78980,,,,164.2,,,266.4,,"American, 1945–2020",American,Female,1945.0,2020.0
19732,Bucks County Barn,Charles Sheeler,5383.0,1932,Oil on board,"23 7/8 x 29 7/8"" (60.6 x 75.9 cm)",Gift of Abby Aldrich Rockefeller,145.1935,Painting,Painting & Sculpture,1935-06-04,Y,78981,,,,60.6,,,75.9,,"American, 1883–1965",American,Male,1883.0,1965.0
19733,Boots,Marsden Hartley,2521.0,1941,Oil on board,"28 1/8 x 22 1/4"" (71.4 x 56.5 cm)",Purchase,146.1942,Painting,Painting & Sculpture,1942-03-18,Y,78983,,,,71.4,,,56.5,,"American, 1877–1943",American,Male,1877.0,1943.0
19734,I and the Village,Marc Chagall,1055.0,1911,Oil on canvas,"6' 3 5/8"" x 59 5/8"" (192.1 x 151.4 cm)",Mrs. Simon Guggenheim Fund,146.1945,Painting,Painting & Sculpture,1945-06-13,Y,78984,,,,192.1,,,151.4,,"French, born Belarus. 1887–1985",French,Male,1887.0,1985.0
19735,Mystical Crucifixion,Heinrich Campendonk,940.0,1926-28?,Oil on glass,"17 1/2 x 15"" (44.5 x 38.1 cm)",Katherine S. Dreier Bequest,146.1953,Painting,Painting & Sculpture,1953-04-07,Y,78985,,,,44.5,,,38.1,,"German, 1889–1957",German,Male,1889.0,1957.0
